i_header,i_label,i_data,title,link,coach_name,id,org,role_1,role_2,role,coach_role,year
Coaching career (HC unless noted),2005–2008,Utah (LB),Utah Utes football,/wiki/Utah_Utes_football,Kalani Sitake,Q6350585,Utah,LB,,LB,['LB'],"['2005', '2008']"
Coaching career (HC unless noted),2009–2011,Utah (DC/LB),Defensive coordinator,/wiki/Defensive_coordinator,Kalani Sitake,Q6350585,Utah,DC/LB,,DC/LB,"['DC', 'LB']","['2009', '2011']"
Coaching career (HC unless noted),2012–2014,Utah (AHC/DC/LB),,,Kalani Sitake,Q6350585,Utah,AHC/DC/LB,,AHC/DC/LB,"['AHC', 'DC', 'LB']","['2012', '2014']"
Coaching career (HC unless noted),2015,Oregon State (AHC/DC),Oregon State Beavers football,/wiki/Oregon_State_Beavers_football,Kalani Sitake,Q6350585,Oregon State,AHC/DC,,AHC/DC,"['AHC', 'DC']",['2015']
Coaching career (HC unless noted),2016–present,BYU,,,Kalani Sitake,Q6350585,BYU,,,HC,['HC'],"['2016', 'present']"
Coaching career (HC unless noted),1998,Appalachian State (WR),Appalachian State Mountaineers football,/wiki/Appalachian_State_Mountaineers_football,Scott Satterfield,Q7437201,Appalachian State,WR,,WR,['WR'],['1998']
Coaching career (HC unless noted),1999–2002,Appalachian State (RB),,,Scott Satterfield,Q7437201,Appalachian State,RB,,RB,['RB'],"['1999', '2002']"
Coaching career (HC unless noted),2003–2008,Appalachian State (QB),,,Scott Satterfield,Q7437201,Appalachian State,QB,,QB,['QB'],"['2003', '2008']"
Coaching career (HC unless noted),2009,Toledo (PGC/QB),Toledo Rockets football,/wiki/Toledo_Rockets_football,Scott Satterfield,Q7437201,Toledo,PGC/QB,,PGC/QB,"['PGC', 'QB']",['2009']
Coaching career (HC unless noted),2010–2011,FIU (OC/QB),FIU Panthers football,/wiki/FIU_Panthers_football,Scott Satterfield,Q7437201,FIU,OC/QB,,OC/QB,"['OC', 'QB']","['2010', '2011']"
Coaching career (HC unless noted),2010–2011,FIU (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Scott Satterfield,Q7437201,FIU,OC/QB,,OC/QB,"['OC', 'QB']","['2010', '2011']"
Coaching career (HC unless noted),2012,Appalachian State (AHC/OC/QB),,,Scott Satterfield,Q7437201,Appalachian State,AHC/OC/QB,,AHC/OC/QB,"['AHC', 'OC', 'QB']",['2012']
Coaching career (HC unless noted),2013–2018,Appalachian State,,,Scott Satterfield,Q7437201,Appalachian State,,,HC,['HC'],"['2013', '2018']"
Coaching career (HC unless noted),2019–2022,Louisville,Louisville Cardinals football,/wiki/Louisville_Cardinals_football,Scott Satterfield,Q7437201,Louisville,,,HC,['HC'],"['2019', '2022']"
Coaching career (HC unless noted),2023–present,Cincinnati,Cincinnati Bearcats football,/wiki/Cincinnati_Bearcats_football,Scott Satterfield,Q7437201,Cincinnati,,,HC,['HC'],"['2023', 'present']"
Coaching career (HC unless noted),1993–1995,Valdosta State (QB/WR/ST),Valdosta State Blazers football,/wiki/Valdosta_State_Blazers_football,Dana Holgorsen,Q5214745,Valdosta State,QB/WR/ST,,QB/WR/ST,"['QB', 'WR', 'ST']","['1993', '1995']"
Coaching career (HC unless noted),1996–1998,Mississippi College (QB/WR/ST),Mississippi College Choctaws football,/wiki/Mississippi_College_Choctaws_football,Dana Holgorsen,Q5214745,Mississippi College,QB/WR/ST,,QB/WR/ST,"['QB', 'WR', 'ST']","['1996', '1998']"
Coaching career (HC unless noted),1999,Wingate (QB/WR),Wingate Bulldogs football,/wiki/Wingate_Bulldogs_football,Dana Holgorsen,Q5214745,Wingate,QB/WR,,QB/WR,"['QB', 'WR']",['1999']
Coaching career (HC unless noted),2000–2004,Texas Tech (IWR),Texas Tech Red Raiders football,/wiki/Texas_Tech_Red_Raiders_football,Dana Holgorsen,Q5214745,Texas Tech,IWR,,IWR,['IWR'],"['2000', '2004']"
Coaching career (HC unless noted),2005–2006,Texas Tech (co-OC/IWR),Offensive coordinator,/wiki/Offensive_coordinator,Dana Holgorsen,Q5214745,Texas Tech,co-OC/IWR,,co-OC/IWR,"['co-OC', 'IWR']","['2005', '2006']"
Coaching career (HC unless noted),2007,Texas Tech (OC/IWR),,,Dana Holgorsen,Q5214745,Texas Tech,OC/IWR,,OC/IWR,"['OC', 'IWR']",['2007']
Coaching career (HC unless noted),2008–2009,Houston (OC/QB),Houston Cougars football,/wiki/Houston_Cougars_football,Dana Holgorsen,Q5214745,Houston,OC/QB,,OC/QB,"['OC', 'QB']","['2008', '2009']"
Coaching career (HC unless noted),2010,Oklahoma State (OC/QB),Oklahoma State Cowboys football,/wiki/Oklahoma_State_Cowboys_football,Dana Holgorsen,Q5214745,Oklahoma State,OC/QB,,OC/QB,"['OC', 'QB']",['2010']
Coaching career (HC unless noted),2011–2018,West Virginia,West Virginia Mountaineers football,/wiki/West_Virginia_Mountaineers_football,Dana Holgorsen,Q5214745,West Virginia,,,HC,['HC'],"['2011', '2018']"
Coaching career (HC unless noted),2019–present,Houston,,,Dana Holgorsen,Q5214745,Houston,,,HC,['HC'],"['2019', 'present']"
Coaching career (HC unless noted),2003–2004,Bowling Green (GA),Bowling Green Falcons football,/wiki/Bowling_Green_Falcons_football,Matt Campbell,Q6788434,Bowling Green,GA,,GA,['GA'],"['2003', '2004']"
Coaching career (HC unless noted),2003–2004,Bowling Green (GA),Graduate assistant,/wiki/Graduate_assistant,Matt Campbell,Q6788434,Bowling Green,GA,,GA,['GA'],"['2003', '2004']"
Coaching career (HC unless noted),2005–2006,Mount Union (OC/OL),Mount Union Purple Raiders football,/wiki/Mount_Union_Purple_Raiders_football,Matt Campbell,Q6788434,Mount Union,OC/OL,,OC/OL,"['OC', 'OL']","['2005', '2006']"
Coaching career (HC unless noted),2005–2006,Mount Union (OC/OL),Offensive coordinator,/wiki/Offensive_coordinator,Matt Campbell,Q6788434,Mount Union,OC/OL,,OC/OL,"['OC', 'OL']","['2005', '2006']"
Coaching career (HC unless noted),2007,Bowling Green (OL),,,Matt Campbell,Q6788434,Bowling Green,OL,,OL,['OL'],['2007']
Coaching career (HC unless noted),2008,Bowling Green (RGC/OL),,,Matt Campbell,Q6788434,Bowling Green,RGC/OL,,RGC/OL,"['RGC', 'OL']",['2008']
Coaching career (HC unless noted),2009,Toledo (RGC/OL),Toledo Rockets football,/wiki/Toledo_Rockets_football,Matt Campbell,Q6788434,Toledo,RGC/OL,,RGC/OL,"['RGC', 'OL']",['2009']
Coaching career (HC unless noted),2010–2011,Toledo (OC/OL),,,Matt Campbell,Q6788434,Toledo,OC/OL,,OC/OL,"['OC', 'OL']","['2010', '2011']"
Coaching career (HC unless noted),2012–2015,Toledo,,,Matt Campbell,Q6788434,Toledo,,,HC,['HC'],"['2012', '2015']"
Coaching career (HC unless noted),2016–present,Iowa State,Iowa State Cyclones football,/wiki/Iowa_State_Cyclones_football,Matt Campbell,Q6788434,Iowa State,,,HC,['HC'],"['2016', 'present']"
Coaching career (HC unless noted),1987,Wisconsin–Whitewater (QB),Wisconsin–Whitewater Warhawks football,/wiki/Wisconsin%E2%80%93Whitewater_Warhawks_football,Lance Leipold,Q6483452,Wisconsin–Whitewater,QB,,QB,['QB'],['1987']
Coaching career (HC unless noted),1988,Wisconsin–Whitewater (WR),,,Lance Leipold,Q6483452,Wisconsin–Whitewater,WR,,WR,['WR'],['1988']
Coaching career (HC unless noted),1989,Doane (assistant),Doane Tigers football,/wiki/Doane_Tigers_football,Lance Leipold,Q6483452,Doane,assistant,,assistant,['assistant'],['1989']
Coaching career (HC unless noted),1990,Wisconsin–Whitewater (assistant),,,Lance Leipold,Q6483452,Wisconsin–Whitewater,assistant,,assistant,['assistant'],['1990']
Coaching career (HC unless noted),1991–1993,Wisconsin (GA),Wisconsin Badgers football,/wiki/Wisconsin_Badgers_football,Lance Leipold,Q6483452,Wisconsin,GA,,GA,['GA'],"['1991', '1993']"
Coaching career (HC unless noted),1991–1993,Wisconsin (GA),Graduate assistant,/wiki/Graduate_assistant,Lance Leipold,Q6483452,Wisconsin,GA,,GA,['GA'],"['1991', '1993']"
Coaching career (HC unless noted),1994–2000,Nebraska–Omaha (assistant),Nebraska–Omaha Mavericks football,/wiki/Nebraska%E2%80%93Omaha_Mavericks_football,Lance Leipold,Q6483452,Nebraska–Omaha,assistant,,assistant,['assistant'],"['1994', '2000']"
Coaching career (HC unless noted),2001–2003,Nebraska (assistant),Nebraska Cornhuskers football,/wiki/Nebraska_Cornhuskers_football,Lance Leipold,Q6483452,Nebraska,assistant,,assistant,['assistant'],"['2001', '2003']"
Coaching career (HC unless noted),2004–2006,Nebraska–Omaha (AHC/OC),Offensive coordinator,/wiki/Offensive_coordinator,Lance Leipold,Q6483452,Nebraska–Omaha,AHC/OC,,AHC/OC,"['AHC', 'OC']","['2004', '2006']"
Coaching career (HC unless noted),2007–2014,Wisconsin–Whitewater,,,Lance Leipold,Q6483452,Wisconsin–Whitewater,,,HC,['HC'],"['2007', '2014']"
Coaching career (HC unless noted),2015–2020,Buffalo,Buffalo Bulls football,/wiki/Buffalo_Bulls_football,Lance Leipold,Q6483452,Buffalo,,,HC,['HC'],"['2015', '2020']"
Coaching career (HC unless noted),2021–present,Kansas,Kansas Jayhawks football,/wiki/Kansas_Jayhawks_football,Lance Leipold,Q6483452,Kansas,,,HC,['HC'],"['2021', 'present']"
Coaching career (HC unless noted),1991–1992,Northern Iowa (GA),Northern Iowa Panthers football,/wiki/Northern_Iowa_Panthers_football,Chris Klieman,Q16197047,Northern Iowa,GA,,GA,['GA'],"['1991', '1992']"
Coaching career (HC unless noted),1993,Northern Iowa (DB),,,Chris Klieman,Q16197047,Northern Iowa,DB,,DB,['DB'],['1993']
Coaching career (HC unless noted),1994–1996,Western Illinois (DB),Western Illinois Leathernecks football,/wiki/Western_Illinois_Leathernecks_football,Chris Klieman,Q16197047,Western Illinois,DB,,DB,['DB'],"['1994', '1996']"
Coaching career (HC unless noted),1997,Kansas (GA),Kansas Jayhawks football,/wiki/Kansas_Jayhawks_football,Chris Klieman,Q16197047,Kansas,GA,,GA,['GA'],['1997']
Coaching career (HC unless noted),1999,Missouri State (DB),Missouri State Bears football,/wiki/Missouri_State_Bears_football,Chris Klieman,Q16197047,Missouri State,DB,,DB,['DB'],['1999']
Coaching career (HC unless noted),2002–2004,Loras (DC),Loras Duhawks football,/wiki/Loras_Duhawks_football,Chris Klieman,Q16197047,Loras,DC,,DC,['DC'],"['2002', '2004']"
Coaching career (HC unless noted),2005,Loras,,,Chris Klieman,Q16197047,Loras,,,HC,['HC'],['2005']
Coaching career (HC unless noted),2006–2007,Northern Iowa (DB),,,Chris Klieman,Q16197047,Northern Iowa,DB,,DB,['DB'],"['2006', '2007']"
Coaching career (HC unless noted),2008,Northern Iowa (Co-DC/DB),,,Chris Klieman,Q16197047,Northern Iowa,Co-DC/DB,,Co-DC/DB,"['Co-DC', 'DB']",['2008']
Coaching career (HC unless noted),2009–2010,Northern Iowa (DC/DB),,,Chris Klieman,Q16197047,Northern Iowa,DC/DB,,DC/DB,"['DC', 'DB']","['2009', '2010']"
Coaching career (HC unless noted),2011,North Dakota State (DB),North Dakota State Bison football,/wiki/North_Dakota_State_Bison_football,Chris Klieman,Q16197047,North Dakota State,DB,,DB,['DB'],['2011']
Coaching career (HC unless noted),2012–2013,North Dakota State (DC),,,Chris Klieman,Q16197047,North Dakota State,DC,,DC,['DC'],"['2012', '2013']"
Coaching career (HC unless noted),2014–2018,North Dakota State,,,Chris Klieman,Q16197047,North Dakota State,,,HC,['HC'],"['2014', '2018']"
Coaching career (HC unless noted),2019–present,Kansas State,Kansas State Wildcats football,/wiki/Kansas_State_Wildcats_football,Chris Klieman,Q16197047,Kansas State,,,HC,['HC'],"['2019', 'present']"
Coaching career (HC unless noted),1993–1995,Kansas State (GA),Kansas State Wildcats football,/wiki/Kansas_State_Wildcats_football,Brent Venables,Q4961578,Kansas State,GA,,GA,['GA'],"['1993', '1995']"
Coaching career (HC unless noted),1993–1995,Kansas State (GA),Graduate assistant,/wiki/Graduate_assistant,Brent Venables,Q4961578,Kansas State,GA,,GA,['GA'],"['1993', '1995']"
Coaching career (HC unless noted),1996–1998,Kansas State (LB),,,Brent Venables,Q4961578,Kansas State,LB,,LB,['LB'],"['1996', '1998']"
Coaching career (HC unless noted),1999–2003,Oklahoma (co-DC/LB),Oklahoma Sooners football,/wiki/Oklahoma_Sooners_football,Brent Venables,Q4961578,Oklahoma,co-DC/LB,,co-DC/LB,"['co-DC', 'LB']","['1999', '2003']"
Coaching career (HC unless noted),1999–2003,Oklahoma (co-DC/LB),Defensive coordinator,/wiki/Defensive_coordinator,Brent Venables,Q4961578,Oklahoma,co-DC/LB,,co-DC/LB,"['co-DC', 'LB']","['1999', '2003']"
Coaching career (HC unless noted),2004–2011,Oklahoma (AHC/DC/LB),Head Coach,/wiki/Head_Coach#Roles,Brent Venables,Q4961578,Oklahoma,AHC/DC/LB,,AHC/DC/LB,"['AHC', 'DC', 'LB']","['2004', '2011']"
Coaching career (HC unless noted),2012–2017,Clemson (DC/LB),Clemson Tigers football,/wiki/Clemson_Tigers_football,Brent Venables,Q4961578,Clemson,DC/LB,,DC/LB,"['DC', 'LB']","['2012', '2017']"
Coaching career (HC unless noted),2018–2021,Clemson (AHC/DC/LB),,,Brent Venables,Q4961578,Clemson,AHC/DC/LB,,AHC/DC/LB,"['AHC', 'DC', 'LB']","['2018', '2021']"
Coaching career (HC unless noted),2022–present,Oklahoma,,,Brent Venables,Q4961578,Oklahoma,,,HC,['HC'],"['2022', 'present']"
Coaching career (HC unless noted),1990,Oklahoma State (WR),Oklahoma State Cowboys football,/wiki/Oklahoma_State_Cowboys_football,Mike Gundy,Q6847094,Oklahoma State,WR,,WR,['WR'],['1990']
Coaching career (HC unless noted),1991–1993,Oklahoma State (QB),,,Mike Gundy,Q6847094,Oklahoma State,QB,,QB,['QB'],"['1991', '1993']"
Coaching career (HC unless noted),1994,Oklahoma State (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Mike Gundy,Q6847094,Oklahoma State,OC/QB,,OC/QB,"['OC', 'QB']",['1994']
Coaching career (HC unless noted),1995,Oklahoma State (QB),,,Mike Gundy,Q6847094,Oklahoma State,QB,,QB,['QB'],['1995']
Coaching career (HC unless noted),1996,Baylor (PGC/QB),Baylor Bears football,/wiki/Baylor_Bears_football,Mike Gundy,Q6847094,Baylor,PGC/QB,,PGC/QB,"['PGC', 'QB']",['1996']
Coaching career (HC unless noted),1997–1999,Maryland (WR),Maryland Terrapins football,/wiki/Maryland_Terrapins_football,Mike Gundy,Q6847094,Maryland,WR,,WR,['WR'],"['1997', '1999']"
Coaching career (HC unless noted),2000,Maryland (PGC/QB),,,Mike Gundy,Q6847094,Maryland,PGC/QB,,PGC/QB,"['PGC', 'QB']",['2000']
Coaching career (HC unless noted),2001–2004,Oklahoma State (AHC/OC),,,Mike Gundy,Q6847094,Oklahoma State,AHC/OC,,AHC/OC,"['AHC', 'OC']","['2001', '2004']"
Coaching career (HC unless noted),2005–present,Oklahoma State,,,Mike Gundy,Q6847094,Oklahoma State,,,HC,['HC'],"['2005', 'present']"
Coaching career (HC unless noted),2000,El Camino College (QB),El Camino College,/wiki/El_Camino_College,Steve Sarkisian,Q7613847,El Camino College,QB,,QB,['QB'],['2000']
Coaching career (HC unless noted),2001–2003,USC (QB),USC Trojans football,/wiki/USC_Trojans_football,Steve Sarkisian,Q7613847,USC,QB,,QB,['QB'],"['2001', '2003']"
Coaching career (HC unless noted),2004,Oakland Raiders (QB),Oakland Raiders,/wiki/Oakland_Raiders,Steve Sarkisian,Q7613847,Oakland Raiders,QB,,QB,['QB'],['2004']
Coaching career (HC unless noted),2005–2006,USC (QB),,,Steve Sarkisian,Q7613847,USC,QB,,QB,['QB'],"['2005', '2006']"
Coaching career (HC unless noted),2007–2008,USC (AHC/OC/QB),,,Steve Sarkisian,Q7613847,USC,AHC/OC/QB,,AHC/OC/QB,"['AHC', 'OC', 'QB']","['2007', '2008']"
Coaching career (HC unless noted),2009–2013,Washington,Washington Huskies football,/wiki/Washington_Huskies_football,Steve Sarkisian,Q7613847,Washington,,,HC,['HC'],"['2009', '2013']"
Coaching career (HC unless noted),2014–2015,USC,,,Steve Sarkisian,Q7613847,USC,,,HC,['HC'],"['2014', '2015']"
Coaching career (HC unless noted),2016,Alabama (Analyst/Interim OC),,,Steve Sarkisian,Q7613847,Alabama,Analyst/Interim OC,,Analyst/Interim OC,"['Analyst', 'Interim OC']",['2016']
Coaching career (HC unless noted),2017–2018,Atlanta Falcons (OC),Atlanta Falcons,/wiki/Atlanta_Falcons,Steve Sarkisian,Q7613847,Atlanta Falcons,OC,,OC,['OC'],"['2017', '2018']"
Coaching career (HC unless noted),2019–2020,Alabama (OC),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Steve Sarkisian,Q7613847,Alabama,OC,,OC,['OC'],"['2019', '2020']"
Coaching career (HC unless noted),2021–present,Texas,Texas Longhorns football,/wiki/Texas_Longhorns_football,Steve Sarkisian,Q7613847,Texas,,,HC,['HC'],"['2021', 'present']"
Coaching career (HC unless noted),1995–1996,Crowley HS (TX) (DL),Crowley High School (Texas),/wiki/Crowley_High_School_(Texas),Joey McGuire,Q109406516,Crowley HS,TX ,DL,DL,['DL'],"['1995', '1996']"
Coaching career (HC unless noted),1997–2002,Cedar Hill HS (TX) (DB),Cedar Hill High School,/wiki/Cedar_Hill_High_School,Joey McGuire,Q109406516,Cedar Hill HS,TX ,DB,DB,['DB'],"['1997', '2002']"
Coaching career (HC unless noted),2003–2016,Cedar Hill HS (TX),,,Joey McGuire,Q109406516,Cedar Hill HS,TX,,TX,['TX'],"['2003', '2016']"
Coaching career (HC unless noted),2017–2018,Baylor (TE),Baylor Bears football,/wiki/Baylor_Bears_football,Joey McGuire,Q109406516,Baylor,TE,,TE,['TE'],"['2017', '2018']"
Coaching career (HC unless noted),2019,Baylor (assoc. HC/DE),,,Joey McGuire,Q109406516,Baylor,assoc. HC/DE,,assoc. HC/DE,"['assoc. HC', 'DE']",['2019']
Coaching career (HC unless noted),2020–2021,Baylor (assoc. HC/OLB),,,Joey McGuire,Q109406516,Baylor,assoc. HC/OLB,,assoc. HC/OLB,"['assoc. HC', 'OLB']","['2020', '2021']"
Coaching career (HC unless noted),2022–present,Texas Tech,Texas Tech Red Raiders football,/wiki/Texas_Tech_Red_Raiders_football,Joey McGuire,Q109406516,Texas Tech,,,HC,['HC'],"['2022', 'present']"
Coaching career (HC unless noted),1991,Hughes HS (AR) (DC),Hughes High School,/wiki/Hughes_High_School,Gus Malzahn,Q5620734,Hughes HS,AR ,DC,DC,['DC'],['1991']
Coaching career (HC unless noted),1991,Hughes HS (AR) (DC),Defensive coordinator,/wiki/Defensive_coordinator,Gus Malzahn,Q5620734,Hughes HS,AR ,DC,DC,['DC'],['1991']
Coaching career (HC unless noted),1992–1995,Hughes HS (AR),,,Gus Malzahn,Q5620734,Hughes HS,AR,,AR,['AR'],"['1992', '1995']"
Coaching career (HC unless noted),1996–2000,Shiloh Christian HS (AR),Shiloh Christian School,/wiki/Shiloh_Christian_School,Gus Malzahn,Q5620734,Shiloh Christian HS,AR,,AR,['AR'],"['1996', '2000']"
Coaching career (HC unless noted),2001–2005,Springdale HS (AR),Springdale High School,/wiki/Springdale_High_School,Gus Malzahn,Q5620734,Springdale HS,AR,,AR,['AR'],"['2001', '2005']"
Coaching career (HC unless noted),2006,Arkansas (OC/WR),Arkansas Razorbacks football,/wiki/Arkansas_Razorbacks_football,Gus Malzahn,Q5620734,Arkansas,OC/WR,,OC/WR,"['OC', 'WR']",['2006']
Coaching career (HC unless noted),2006,Arkansas (OC/WR),Offensive coordinator,/wiki/Offensive_coordinator,Gus Malzahn,Q5620734,Arkansas,OC/WR,,OC/WR,"['OC', 'WR']",['2006']
Coaching career (HC unless noted),2007–2008,Tulsa (AHC/co-OC/QB),Tulsa Golden Hurricane football,/wiki/Tulsa_Golden_Hurricane_football,Gus Malzahn,Q5620734,Tulsa,AHC/co-OC/QB,,AHC/co-OC/QB,"['AHC', 'co-OC', 'QB']","['2007', '2008']"
Coaching career (HC unless noted),2007–2008,Tulsa (AHC/co-OC/QB),Head Coach,/wiki/Head_Coach#Roles,Gus Malzahn,Q5620734,Tulsa,AHC/co-OC/QB,,AHC/co-OC/QB,"['AHC', 'co-OC', 'QB']","['2007', '2008']"
Coaching career (HC unless noted),2009–2011,Auburn (AHC/OC/QB),Auburn Tigers football,/wiki/Auburn_Tigers_football,Gus Malzahn,Q5620734,Auburn,AHC/OC/QB,,AHC/OC/QB,"['AHC', 'OC', 'QB']","['2009', '2011']"
Coaching career (HC unless noted),2012,Arkansas State,Arkansas State Red Wolves football,/wiki/Arkansas_State_Red_Wolves_football,Gus Malzahn,Q5620734,Arkansas State,,,HC,['HC'],['2012']
Coaching career (HC unless noted),2013–2020,Auburn,,,Gus Malzahn,Q5620734,Auburn,,,HC,['HC'],"['2013', '2020']"
Coaching career (HC unless noted),2021–present,UCF,UCF Knights football,/wiki/UCF_Knights_football,Gus Malzahn,Q5620734,UCF,,,HC,['HC'],"['2021', 'present']"
Coaching career (HC unless noted),2003,UMass (TE/AOL),UMass Minutemen football,/wiki/UMass_Minutemen_football,Neal Brown,Q6984071,UMass,TE/AOL,,TE/AOL,"['TE', 'AOL']",['2003']
Coaching career (HC unless noted),2004,Sacred Heart (QB/WR),Sacred Heart Pioneers football,/wiki/Sacred_Heart_Pioneers_football,Neal Brown,Q6984071,Sacred Heart,QB/WR,,QB/WR,"['QB', 'WR']",['2004']
Coaching career (HC unless noted),2005,Delaware (WR),Delaware Fightin' Blue Hens football,/wiki/Delaware_Fightin%27_Blue_Hens_football,Neal Brown,Q6984071,Delaware,WR,,WR,['WR'],['2005']
Coaching career (HC unless noted),2006–2007,Troy (IWR),Troy Trojans football,/wiki/Troy_Trojans_football,Neal Brown,Q6984071,Troy,IWR,,IWR,['IWR'],"['2006', '2007']"
Coaching career (HC unless noted),2008–2009,Troy (OC/QB),,,Neal Brown,Q6984071,Troy,OC/QB,,OC/QB,"['OC', 'QB']","['2008', '2009']"
Coaching career (HC unless noted),2010–2012,Texas Tech (OC/QB),Texas Tech Red Raiders football,/wiki/Texas_Tech_Red_Raiders_football,Neal Brown,Q6984071,Texas Tech,OC/QB,,OC/QB,"['OC', 'QB']","['2010', '2012']"
Coaching career (HC unless noted),2013–2014,Kentucky (OC/QB),,,Neal Brown,Q6984071,Kentucky,OC/QB,,OC/QB,"['OC', 'QB']","['2013', '2014']"
Coaching career (HC unless noted),2015–2018,Troy,,,Neal Brown,Q6984071,Troy,,,HC,['HC'],"['2015', '2018']"
Coaching career (HC unless noted),2019–present,West Virginia,West Virginia Mountaineers football,/wiki/West_Virginia_Mountaineers_football,Neal Brown,Q6984071,West Virginia,,,HC,['HC'],"['2019', 'present']"
Coaching career (HC unless noted),1994–1995,Iowa (GA),Iowa Hawkeyes football,/wiki/Iowa_Hawkeyes_football,Bret Bielema,Q4961919,Iowa,GA,,GA,['GA'],"['1994', '1995']"
Coaching career (HC unless noted),1994–1995,Iowa (GA),Graduate assistant,/wiki/Graduate_assistant,Bret Bielema,Q4961919,Iowa,GA,,GA,['GA'],"['1994', '1995']"
Coaching career (HC unless noted),1996–2001,Iowa (LB),,,Bret Bielema,Q4961919,Iowa,LB,,LB,['LB'],"['1996', '2001']"
Coaching career (HC unless noted),2002–2003,Kansas State (co-DC),Kansas State Wildcats football,/wiki/Kansas_State_Wildcats_football,Bret Bielema,Q4961919,Kansas State,co-DC,,co-DC,['co-DC'],"['2002', '2003']"
Coaching career (HC unless noted),2002–2003,Kansas State (co-DC),Defensive coordinator,/wiki/Defensive_coordinator,Bret Bielema,Q4961919,Kansas State,co-DC,,co-DC,['co-DC'],"['2002', '2003']"
Coaching career (HC unless noted),2004–2005,Wisconsin (DC),Wisconsin Badgers football,/wiki/Wisconsin_Badgers_football,Bret Bielema,Q4961919,Wisconsin,DC,,DC,['DC'],"['2004', '2005']"
Coaching career (HC unless noted),2006–2012,Wisconsin,,,Bret Bielema,Q4961919,Wisconsin,,,HC,['HC'],"['2006', '2012']"
Coaching career (HC unless noted),2013–2017,Arkansas,Arkansas Razorbacks football,/wiki/Arkansas_Razorbacks_football,Bret Bielema,Q4961919,Arkansas,,,HC,['HC'],"['2013', '2017']"
Coaching career (HC unless noted),2018,New England Patriots (consultant to HC),New England Patriots,/wiki/New_England_Patriots,Bret Bielema,Q4961919,New England Patriots,consultant to HC,,consultant to HC,['consultant to HC'],['2018']
Coaching career (HC unless noted),2019,New England Patriots (DL),,,Bret Bielema,Q4961919,New England Patriots,DL,,DL,['DL'],['2019']
Coaching career (HC unless noted),2020,New York Giants (OLB),New York Giants,/wiki/New_York_Giants,Bret Bielema,Q4961919,New York Giants,OLB,,OLB,['OLB'],['2020']
Coaching career (HC unless noted),2021–present,Illinois,Illinois Fighting Illini football,/wiki/Illinois_Fighting_Illini_football,Bret Bielema,Q4961919,Illinois,,,HC,['HC'],"['2021', 'present']"
Coaching career (HC unless noted),1992,Temple Heights HS (FL) (DC),Temple Heights Christian School,/wiki/Temple_Heights_Christian_School,Tom Allen,Q27942281,Temple Heights HS,FL ,DC,DC,['DC'],['1992']
Coaching career (HC unless noted),1992,Temple Heights HS (FL) (DC),Defensive coordinator,/wiki/Defensive_coordinator,Tom Allen,Q27942281,Temple Heights HS,FL ,DC,DC,['DC'],['1992']
Coaching career (HC unless noted),1993,Temple Heights HS (FL) (DC/interim head coach),Defensive coordinator,/wiki/Defensive_coordinator,Tom Allen,Q27942281,Temple Heights HS,FL ,DC/interim head coach,DC/interim head coach,"['DC', 'interim head coach']",['1993']
Coaching career (HC unless noted),1994,Temple Heights HS (FL),,,Tom Allen,Q27942281,Temple Heights HS,FL,,FL,['FL'],['1994']
Coaching career (HC unless noted),1995–1996,Armwood HS (FL) (DC),Armwood High School,/wiki/Armwood_High_School,Tom Allen,Q27942281,Armwood HS,FL ,DC,DC,['DC'],"['1995', '1996']"
Coaching career (HC unless noted),1997,Marion HS (IN) (DC),Marion High School (Indiana),/wiki/Marion_High_School_(Indiana),Tom Allen,Q27942281,Marion HS,IN ,DC,DC,['DC'],['1997']
Coaching career (HC unless noted),1998–2003,Ben Davis HS (IN) (DC),Ben Davis High School,/wiki/Ben_Davis_High_School,Tom Allen,Q27942281,Ben Davis HS,IN ,DC,DC,['DC'],"['1998', '2003']"
Coaching career (HC unless noted),2004–2006,Ben Davis HS (IN),,,Tom Allen,Q27942281,Ben Davis HS,IN,,IN,['IN'],"['2004', '2006']"
Coaching career (HC unless noted),2007,Wabash (DB/ST),Wabash Little Giants football,/wiki/Wabash_Little_Giants_football,Tom Allen,Q27942281,Wabash,DB/ST,,DB/ST,"['DB', 'ST']",['2007']
Coaching career (HC unless noted),2008–2009,Lambuth (AHC/DC/LB),Lambuth Eagles football,/wiki/Lambuth_Eagles_football,Tom Allen,Q27942281,Lambuth,AHC/DC/LB,,AHC/DC/LB,"['AHC', 'DC', 'LB']","['2008', '2009']"
Coaching career (HC unless noted),2010,Drake (DC/LB),Drake Bulldogs football,/wiki/Drake_Bulldogs_football,Tom Allen,Q27942281,Drake,DC/LB,,DC/LB,"['DC', 'LB']",['2010']
Coaching career (HC unless noted),2011,Arkansas State (AHC),Arkansas State Red Wolves football,/wiki/Arkansas_State_Red_Wolves_football,Tom Allen,Q27942281,Arkansas State,AHC,,AHC,['AHC'],['2011']
Coaching career (HC unless noted),2012–2014,Ole Miss (LB/ST),Ole Miss Rebels football,/wiki/Ole_Miss_Rebels_football,Tom Allen,Q27942281,Ole Miss,LB/ST,,LB/ST,"['LB', 'ST']","['2012', '2014']"
