,i_header,i_label,i_data,title,link,coach_name,id
3,Biographical details,Alma mater,Kent State (1992),Kent State University,/wiki/Kent_State_University,David Yost,Q118970091
4,Coaching career (HC unless noted),1988–1989,Tiffin (WR),Tiffin University,/wiki/Tiffin_University,David Yost,Q118970091
5,Coaching career (HC unless noted),1990–1995,Tiffin (OC/QB/WR),,,David Yost,Q118970091
6,Coaching career (HC unless noted),1996–2000,Toledo (QB),Toledo Rockets football,/wiki/Toledo_Rockets_football,David Yost,Q118970091
7,Coaching career (HC unless noted),2001–2008,Missouri (QB),Missouri Tigers football,/wiki/Missouri_Tigers_football,David Yost,Q118970091
8,Coaching career (HC unless noted),2009–2010,Missouri (OC/QB),,,David Yost,Q118970091
9,Coaching career (HC unless noted),2011–2012,Missouri (Assistant HC/OC),,,David Yost,Q118970091
10,Coaching career (HC unless noted),2013–2015,Washington State (WR),Washington State Cougars football,/wiki/Washington_State_Cougars_football,David Yost,Q118970091
11,Coaching career (HC unless noted),2016,Oregon (Passing Game Coordinator/QB),Oregon Ducks football,/wiki/Oregon_Ducks_football,David Yost,Q118970091
12,Coaching career (HC unless noted),2017–2018,Utah State (OC/QB),Utah State Aggies football,/wiki/Utah_State_Aggies_football,David Yost,Q118970091
13,Coaching career (HC unless noted),2019–2021,Texas Tech (OC/QB),Texas Tech Red Raiders football,/wiki/Texas_Tech_Red_Raiders_football,David Yost,Q118970091
14,Coaching career (HC unless noted),2022–present,FIU (OC/QB),FIU Panthers football,/wiki/FIU_Panthers_football,David Yost,Q118970091
3,Biographical details,Born," (1973-02-22) February 22, 1973 (age 50)Franklin, West Virginia, U.S.","Franklin, West Virginia","/wiki/Franklin,_West_Virginia",Rod Smith,Q97586014
4,Playing career,1993–1996,Glenville State,Glenville State Pioneers football,/wiki/Glenville_State_Pioneers_football,Rod Smith,Q97586014
5,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Rod Smith,Q97586014
6,Coaching career (HC unless noted),1997,Franklin HS (WV) (OC),Pendleton County Schools,/wiki/Pendleton_County_Schools#Schools_no_longer_in_operation,Rod Smith,Q97586014
7,Coaching career (HC unless noted),1997,Franklin HS (WV) (OC),Offensive coordinator,/wiki/Offensive_coordinator,Rod Smith,Q97586014
8,Coaching career (HC unless noted),1998–1999,Urbana (OC),Urbana Blue Knights football,/wiki/Urbana_Blue_Knights_football,Rod Smith,Q97586014
9,Coaching career (HC unless noted),2000,West Virginia Tech (OC),West Virginia Tech Golden Bears football,/wiki/West_Virginia_Tech_Golden_Bears_football,Rod Smith,Q97586014
10,Coaching career (HC unless noted),2001,Clemson (GA),Clemson Tigers football,/wiki/Clemson_Tigers_football,Rod Smith,Q97586014
11,Coaching career (HC unless noted),2001,Clemson (GA),Graduate assistant,/wiki/Graduate_assistant,Rod Smith,Q97586014
12,Coaching career (HC unless noted),2001,West Virginia (GA),West Virginia Mountaineers football,/wiki/West_Virginia_Mountaineers_football,Rod Smith,Q97586014
13,Coaching career (HC unless noted),2001–2004,South Florida (PGC/QB),South Florida Bulls football,/wiki/South_Florida_Bulls_football,Rod Smith,Q97586014
14,Coaching career (HC unless noted),2005–2006,South Florida (OC/QB),,,Rod Smith,Q97586014
15,Coaching career (HC unless noted),2007,West Virginia (QB),,,Rod Smith,Q97586014
16,Coaching career (HC unless noted),2008–2010,Michigan (QB),Michigan Wolverines football,/wiki/Michigan_Wolverines_football,Rod Smith,Q97586014
17,Coaching career (HC unless noted),2011,Indiana (co-OC/QB),Indiana Hoosiers football,/wiki/Indiana_Hoosiers_football,Rod Smith,Q97586014
18,Coaching career (HC unless noted),2012–2017,Arizona (co-OC/QB),Arizona Wildcats football,/wiki/Arizona_Wildcats_football,Rod Smith,Q97586014
19,Coaching career (HC unless noted),2018–2020,Illinois (OC/QB),Illinois Fighting Illini football,/wiki/Illinois_Fighting_Illini_football,Rod Smith,Q97586014
20,Coaching career (HC unless noted),2020,Illinois (Interim HC),,,Rod Smith,Q97586014
21,Coaching career (HC unless noted),2021,Virginia (OA),Virginia Cavaliers football,/wiki/Virginia_Cavaliers_football,Rod Smith,Q97586014
22,Coaching career (HC unless noted),2022–present,Jacksonville State (OC/QB),Jacksonville State Gamecocks football,/wiki/Jacksonville_State_Gamecocks_football,Rod Smith,Q97586014
3,Biographical details,Born," (1982-11-08) November 8, 1982 (age 40)",,,Mitch Stewart,Q62515835
4,Playing career,2001–2005,Valdosta State,Valdosta State Blazers football,/wiki/Valdosta_State_Blazers_football,Mitch Stewart,Q62515835
5,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Mitch Stewart,Q62515835
6,Coaching career (HC unless noted),2006,Newnan HS (GA) (OC),Newnan High School,/wiki/Newnan_High_School,Mitch Stewart,Q62515835
7,Coaching career (HC unless noted),2006,Newnan HS (GA) (OC),Offensive coordinator,/wiki/Offensive_coordinator,Mitch Stewart,Q62515835
8,Coaching career (HC unless noted),2007–2009,Georgia Southern (WR),Georgia Southern Eagles football,/wiki/Georgia_Southern_Eagles_football,Mitch Stewart,Q62515835
9,Coaching career (HC unless noted),2010–2011,Murray State (WR),Murray State Racers football,/wiki/Murray_State_Racers_football,Mitch Stewart,Q62515835
10,Coaching career (HC unless noted),2012–2014,Murray State (OC),,,Mitch Stewart,Q62515835
11,Coaching career (HC unless noted),2015–2019,Murray State,,,Mitch Stewart,Q62515835
12,Coaching career (HC unless noted),2020,Samford (WR),Samford Bulldogs football,/wiki/Samford_Bulldogs_football,Mitch Stewart,Q62515835
13,Coaching career (HC unless noted),2021,Samford (OC/WR),,,Mitch Stewart,Q62515835
14,Coaching career (HC unless noted),2022–present,Middle Tennessee (OC),Middle Tennessee Blue Raiders football,/wiki/Middle_Tennessee_Blue_Raiders_football,Mitch Stewart,Q62515835
3,Biographical details,Born," (1964-01-18) January 18, 1964 (age 59)Ness City, Kansas, U.S.","Ness City, Kansas","/wiki/Ness_City,_Kansas",Tim Beck,Q7803154
4,Playing career,1985–1986,Pittsburg State,Pittsburg State Gorillas football,/wiki/Pittsburg_State_Gorillas_football,Tim Beck,Q7803154
5,Playing career,Position(s),Defensive back,Defensive back,/wiki/Defensive_back,Tim Beck,Q7803154
6,Coaching career (HC unless noted),1987,Pittsburg State (SA),Pittsburg State Gorillas football,/wiki/Pittsburg_State_Gorillas_football,Tim Beck,Q7803154
7,Coaching career (HC unless noted),1988,Pittsburg State (GA),Graduate assistant,/wiki/Graduate_assistant,Tim Beck,Q7803154
8,Coaching career (HC unless noted),1989–1991,Pittsburg State (assistant),,,Tim Beck,Q7803154
9,Coaching career (HC unless noted),1992–1993,Pittsburg State (DC),Defensive coordinator,/wiki/Defensive_coordinator,Tim Beck,Q7803154
10,Coaching career (HC unless noted),1994–2009,Pittsburg State (OC),Offensive coordinator,/wiki/Offensive_coordinator,Tim Beck,Q7803154
11,Coaching career (HC unless noted),2010–2019,Pittsburg State,,,Tim Beck,Q7803154
12,Coaching career (HC unless noted),2021,TCU (off. analyst),TCU Horned Frogs football,/wiki/TCU_Horned_Frogs_football,Tim Beck,Q7803154
13,Coaching career (HC unless noted),2022–present,New Mexico State (OC/QB),New Mexico State Aggies football,/wiki/New_Mexico_State_Aggies_football,Tim Beck,Q7803154
3,Biographical details,Born,"Texhoma, Oklahoma","Texhoma, Oklahoma","/wiki/Texhoma,_Oklahoma",Brad Cornelsen,Q108273153
4,Playing career,1995–1998,Missouri Southern,Missouri Southern Lions football,/wiki/Missouri_Southern_Lions_football,Brad Cornelsen,Q108273153
5,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Brad Cornelsen,Q108273153
6,Coaching career (HC unless noted),1999,Missouri Southern(SA),Missouri Southern Lions football,/wiki/Missouri_Southern_Lions_football,Brad Cornelsen,Q108273153
7,Coaching career (HC unless noted),2000,Northeastern State (SA),Northeastern State RiverHawks football,/wiki/Northeastern_State_RiverHawks_football,Brad Cornelsen,Q108273153
8,Coaching career (HC unless noted),2001," 
Northwest Missouri State (GA)",Northwest Missouri State Bearcats football,/wiki/Northwest_Missouri_State_Bearcats_football,Brad Cornelsen,Q108273153
9,Coaching career (HC unless noted),2001–2002,Oklahoma State (GA),Oklahoma State Cowboys football,/wiki/Oklahoma_State_Cowboys_football,Brad Cornelsen,Q108273153
10,Coaching career (HC unless noted),2003–2006,Illinois State (WR),Illinois State Redbirds football,/wiki/Illinois_State_Redbirds_football,Brad Cornelsen,Q108273153
11,Coaching career (HC unless noted),2007,Illinois State (QB),Illinois State Redbirds football,/wiki/Illinois_State_Redbirds_football,Brad Cornelsen,Q108273153
12,Coaching career (HC unless noted),2008,Oklahoma State (QC),Oklahoma State Cowboys football,/wiki/Oklahoma_State_Cowboys_football,Brad Cornelsen,Q108273153
13,Coaching career (HC unless noted),2009–2011,Northeastern State (OC),Northeastern State RiverHawks football,/wiki/Northeastern_State_RiverHawks_football,Brad Cornelsen,Q108273153
14,Coaching career (HC unless noted),2012–2014,Memphis (QB),Memphis Tigers football,/wiki/Memphis_Tigers_football,Brad Cornelsen,Q108273153
15,Coaching career (HC unless noted),2015,Memphis (Co-OC/QB),Memphis Tigers football,/wiki/Memphis_Tigers_football,Brad Cornelsen,Q108273153
16,Coaching career (HC unless noted),2016–2021,Virginia Tech (OC/QB),Virginia Tech Hokies football,/wiki/Virginia_Tech_Hokies_football,Brad Cornelsen,Q108273153
17,Coaching career (HC unless noted),2023–present,Sam Houston State (OC),Sam Houston State Bearkats football,/wiki/Sam_Houston_State_Bearkats_football,Brad Cornelsen,Q108273153
1,Personal information,Born:," (1975-06-02) June 2, 1975 (age 48)Cincinnati, Ohio, U.S.",Cincinnati,/wiki/Cincinnati,Tom Herman,Q7816168
2,Career information,High school:,Simi Valley (CA),Simi Valley High School,/wiki/Simi_Valley_High_School,Tom Herman,Q7816168
3,Career information,College:,Cal Lutheran,Cal Lutheran Kingsmen and Regals,/wiki/Cal_Lutheran_Kingsmen_and_Regals#Football,Tom Herman,Q7816168
5,Biographical details,Born," (1980-08-04) August 4, 1980 (age 43)",,,Ryan Silverfield,Q80119196
6,Biographical details,Alma mater,Hampden–Sydney (2003),Hampden–Sydney College,/wiki/Hampden%E2%80%93Sydney_College,Ryan Silverfield,Q80119196
7,Coaching career (HC unless noted),1999,Bolles School (FL) (GA),The Bolles School,/wiki/The_Bolles_School,Ryan Silverfield,Q80119196
8,Coaching career (HC unless noted),1999,Bolles School (FL) (GA),Graduate assistant,/wiki/Graduate_assistant,Ryan Silverfield,Q80119196
9,Coaching career (HC unless noted),2000,Hampden–Sydney (off. asst.),Hampden–Sydney Tigers football,/wiki/Hampden%E2%80%93Sydney_Tigers_football,Ryan Silverfield,Q80119196
10,Coaching career (HC unless noted),2001–2002,Hampden–Sydney (DL),,,Ryan Silverfield,Q80119196
11,Coaching career (HC unless noted),2003,Hampden–Sydney (TE),,,Ryan Silverfield,Q80119196
12,Coaching career (HC unless noted),2004,Memorial Day HS,,,Ryan Silverfield,Q80119196
13,Coaching career (HC unless noted),2005,Jacksonville (QB),Jacksonville Dolphins football,/wiki/Jacksonville_Dolphins_football,Ryan Silverfield,Q80119196
14,Coaching career (HC unless noted),2006–2007,UCF (GA),UCF Knights football,/wiki/UCF_Knights_football,Ryan Silverfield,Q80119196
15,Coaching career (HC unless noted),2008,Minnesota Vikings (OQC),Minnesota Vikings,/wiki/Minnesota_Vikings,Ryan Silverfield,Q80119196
16,Coaching career (HC unless noted),2009–2010,Minnesota Vikings (DL),,,Ryan Silverfield,Q80119196
17,Coaching career (HC unless noted),2011–2013,Minnesota Vikings (OL),,,Ryan Silverfield,Q80119196
18,Coaching career (HC unless noted),2014,Toledo (off. consultant),Toledo Rockets football,/wiki/Toledo_Rockets_football,Ryan Silverfield,Q80119196
19,Coaching career (HC unless noted),2015,Arizona State (OA),Arizona State Sun Devils football,/wiki/Arizona_State_Sun_Devils_football,Ryan Silverfield,Q80119196
20,Coaching career (HC unless noted),2015,Detroit Lions (OL),Detroit Lions,/wiki/Detroit_Lions,Ryan Silverfield,Q80119196
21,Coaching career (HC unless noted),2016,Memphis (OL),Memphis Tigers football,/wiki/Memphis_Tigers_football,Ryan Silverfield,Q80119196
22,Coaching career (HC unless noted),2017–2018,Memphis (RGC/OL),,,Ryan Silverfield,Q80119196
23,Coaching career (HC unless noted),2019,Memphis (AHC/RGC/OL),,,Ryan Silverfield,Q80119196
24,Coaching career (HC unless noted),2020–present,Memphis,,,Ryan Silverfield,Q80119196
4,Playing career,1992–1996,Baylor,Baylor Bears football,/wiki/Baylor_Bears_football,Brian Newberry,Q115768224
5,Playing career,Position(s),Defensive back,Defensive back,/wiki/Defensive_back,Brian Newberry,Q115768224
6,Coaching career (HC unless noted),1999–2000,Southern Arkansas (GA/DB/WR),Southern Arkansas Muleriders football,/wiki/Southern_Arkansas_Muleriders_football,Brian Newberry,Q115768224
7,Coaching career (HC unless noted),1999–2000,Southern Arkansas (GA/DB/WR),Graduate assistant,/wiki/Graduate_assistant,Brian Newberry,Q115768224
8,Coaching career (HC unless noted),2001–2002,Washington & Lee (DC/DB),Washington and Lee Generals football,/wiki/Washington_and_Lee_Generals_football,Brian Newberry,Q115768224
9,Coaching career (HC unless noted),2001–2002,Washington & Lee (DC/DB),Defensive coordinator,/wiki/Defensive_coordinator,Brian Newberry,Q115768224
10,Coaching career (HC unless noted),2003,Lehigh (Asst. DB),Lehigh Mountain Hawks football,/wiki/Lehigh_Mountain_Hawks_football,Brian Newberry,Q115768224
11,Coaching career (HC unless noted),2004–2006,Washington & Lee (DC/DB),,,Brian Newberry,Q115768224
12,Coaching career (HC unless noted),2007–2010,Elon (DB),Elon Phoenix football,/wiki/Elon_Phoenix_football,Brian Newberry,Q115768224
13,Coaching career (HC unless noted),2011,Sewanee (DC/LB),Sewanee Tigers football,/wiki/Sewanee_Tigers_football,Brian Newberry,Q115768224
14,Coaching career (HC unless noted),2012,Northern Michigan (DC),Northern Michigan Wildcats,/wiki/Northern_Michigan_Wildcats,Brian Newberry,Q115768224
15,Coaching career (HC unless noted),2015–2018,Kennesaw State (DC/DB),Kennesaw State Owls football,/wiki/Kennesaw_State_Owls_football,Brian Newberry,Q115768224
16,Coaching career (HC unless noted),2019–2022,Navy (DC/S),Navy Midshipmen football,/wiki/Navy_Midshipmen_football,Brian Newberry,Q115768224
17,Coaching career (HC unless noted),2023–present,Navy,,,Brian Newberry,Q115768224
4,Biographical details,Born," (1985-10-26) October 26, 1985 (age 37)Littlefield, Texas, U.S.","Littlefield, Texas","/wiki/Littlefield,_Texas",Eric Morris,Q5387136
5,Playing career,2004–2008,Texas Tech,Texas Tech Red Raiders football,/wiki/Texas_Tech_Red_Raiders_football,Eric Morris,Q5387136
6,Playing career,2009,Saskatchewan Roughriders,Saskatchewan Roughriders,/wiki/Saskatchewan_Roughriders,Eric Morris,Q5387136
7,Playing career,Position(s),Wide receiver,Wide receiver,/wiki/Wide_receiver,Eric Morris,Q5387136
8,Coaching career (HC unless noted),2010,Houston (AOQC),Houston Cougars football,/wiki/Houston_Cougars_football,Eric Morris,Q5387136
9,Coaching career (HC unless noted),2011,Houston (GA),Graduate assistant,/wiki/Graduate_assistant,Eric Morris,Q5387136
10,Coaching career (HC unless noted),2012,Washington State (IWR),Washington State Cougars football,/wiki/Washington_State_Cougars_football,Eric Morris,Q5387136
11,Coaching career (HC unless noted),2013,Texas Tech (co-OC/IWR),Texas Tech Red Raiders football,/wiki/Texas_Tech_Red_Raiders_football,Eric Morris,Q5387136
12,Coaching career (HC unless noted),2013,Texas Tech (co-OC/IWR),Offensive coordinator,/wiki/Offensive_coordinator,Eric Morris,Q5387136
13,Coaching career (HC unless noted),2014,Texas Tech (OC/WR),,,Eric Morris,Q5387136
14,Coaching career (HC unless noted),2015–2017,Texas Tech (OC/IWR),,,Eric Morris,Q5387136
15,Coaching career (HC unless noted),2018–2021,Incarnate Word,Incarnate Word Cardinals football,/wiki/Incarnate_Word_Cardinals_football,Eric Morris,Q5387136
16,Coaching career (HC unless noted),2022,Washington State (OC/QB),Washington State Cougars football,/wiki/Washington_State_Cougars_football,Eric Morris,Q5387136
17,Coaching career (HC unless noted),2023–present,North Texas,North Texas Mean Green football,/wiki/North_Texas_Mean_Green_football,Eric Morris,Q5387136
4,Biographical details,Born," (1977-01-25) January 25, 1977 (age 46)Tallahassee, Florida, U.S.","Tallahassee, Florida","/wiki/Tallahassee,_Florida",Mike Bloomgren,Q6846062
5,Biographical details,Alma mater,Florida State (1999),Florida State University,/wiki/Florida_State_University,Mike Bloomgren,Q6846062
6,Playing career,1996–1997,Culver–Stockton,Culver–Stockton Wildcats football,/wiki/Culver%E2%80%93Stockton_Wildcats_football,Mike Bloomgren,Q6846062
7,Playing career,Position(s),Tight end,Tight end,/wiki/Tight_end,Mike Bloomgren,Q6846062
8,Coaching career (HC unless noted),1999–2001,Alabama (GA),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Mike Bloomgren,Q6846062
9,Coaching career (HC unless noted),2002–2004,Catawba (co-OC/OL/ST),Catawba Indians football,/wiki/Catawba_Indians_football,Mike Bloomgren,Q6846062
10,Coaching career (HC unless noted),2002–2004,Catawba (co-OC/OL/ST),Offensive coordinator,/wiki/Offensive_coordinator,Mike Bloomgren,Q6846062
11,Coaching career (HC unless noted),2005–2006,Delta State (OC/OL/ST),Delta State Statesmen football,/wiki/Delta_State_Statesmen_football,Mike Bloomgren,Q6846062
12,Coaching career (HC unless noted),2007–2008,New York Jets (QC),New York Jets,/wiki/New_York_Jets,Mike Bloomgren,Q6846062
13,Coaching career (HC unless noted),2009,New York Jets (assistant),,,Mike Bloomgren,Q6846062
14,Coaching career (HC unless noted),2010,New York Jets (AOC),,,Mike Bloomgren,Q6846062
15,Coaching career (HC unless noted),2011–2012,Stanford (RGC/OL),Stanford Cardinal football,/wiki/Stanford_Cardinal_football,Mike Bloomgren,Q6846062
16,Coaching career (HC unless noted),2013,Stanford (OC/OL),,,Mike Bloomgren,Q6846062
17,Coaching career (HC unless noted),2014–2017,Stanford (AHC/OC/OL),,,Mike Bloomgren,Q6846062
18,Coaching career (HC unless noted),2018–present,Rice,Rice Owls football,/wiki/Rice_Owls_football,Mike Bloomgren,Q6846062
4,Biographical details,Born," (1983-06-09) June 9, 1983 (age 40)Springdale, Arkansas, U.S.","Springdale, Arkansas","/wiki/Springdale,_Arkansas",Rhett Lashlee,Q7320465
5,Playing career,2002–2004,Arkansas,Arkansas Razorbacks football,/wiki/Arkansas_Razorbacks_football,Rhett Lashlee,Q7320465
6,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Rhett Lashlee,Q7320465
7,Coaching career (HC unless noted),2004–2005,Springdale HS (AR) (QB),Springdale High School,/wiki/Springdale_High_School,Rhett Lashlee,Q7320465
8,Coaching career (HC unless noted),2006,Arkansas (GA),Arkansas Razorbacks football,/wiki/Arkansas_Razorbacks_football,Rhett Lashlee,Q7320465
9,Coaching career (HC unless noted),2006,Arkansas (GA),Graduate assistant,/wiki/Graduate_assistant,Rhett Lashlee,Q7320465
10,Coaching career (HC unless noted),2009–2010,Auburn (GA),Auburn Tigers football,/wiki/Auburn_Tigers_football,Rhett Lashlee,Q7320465
11,Coaching career (HC unless noted),2011,Samford (OC/QB),Samford Bulldogs football,/wiki/Samford_Bulldogs_football,Rhett Lashlee,Q7320465
12,Coaching career (HC unless noted),2012,Arkansas State (OC/QB),Arkansas State Red Wolves football,/wiki/Arkansas_State_Red_Wolves_football,Rhett Lashlee,Q7320465
13,Coaching career (HC unless noted),2013–2016,Auburn (OC/QB),,,Rhett Lashlee,Q7320465
14,Coaching career (HC unless noted),2017,UConn (OC/QB),UConn Huskies football,/wiki/UConn_Huskies_football,Rhett Lashlee,Q7320465
15,Coaching career (HC unless noted),2018–2019,SMU (OC/QB),SMU Mustangs football,/wiki/SMU_Mustangs_football,Rhett Lashlee,Q7320465
16,Coaching career (HC unless noted),2020–2021,Miami (FL) (OC/QB),Miami Hurricanes football,/wiki/Miami_Hurricanes_football,Rhett Lashlee,Q7320465
17,Coaching career (HC unless noted),2022–present,SMU,,,Rhett Lashlee,Q7320465
4,Biographical details,Born," (1984-06-24) June 24, 1984 (age 39)Moscow, Russian SFSR, Soviet Union",Moscow,/wiki/Moscow,Alex Golesh,Q105496742
5,Biographical details,Born," (1984-06-24) June 24, 1984 (age 39)Moscow, Russian SFSR, Soviet Union",Russian Soviet Federative Socialist Republic,/wiki/Russian_Soviet_Federative_Socialist_Republic,Alex Golesh,Q105496742
6,Biographical details,Born," (1984-06-24) June 24, 1984 (age 39)Moscow, Russian SFSR, Soviet Union",Soviet Union,/wiki/Soviet_Union,Alex Golesh,Q105496742
7,Biographical details,Alma mater,Ohio State (2006),Ohio State University,/wiki/Ohio_State_University,Alex Golesh,Q105496742
8,Coaching career (HC unless noted),2003,Westerville Central HS (OH) (DL),Westerville Central High School,/wiki/Westerville_Central_High_School,Alex Golesh,Q105496742
9,Coaching career (HC unless noted),2004–2005,Ohio State (SA),Ohio State Buckeyes football,/wiki/Ohio_State_Buckeyes_football,Alex Golesh,Q105496742
10,Coaching career (HC unless noted),2006–2007,Northern Illinois (GA),Northern Illinois Huskies football,/wiki/Northern_Illinois_Huskies_football,Alex Golesh,Q105496742
11,Coaching career (HC unless noted),2008,Oklahoma State (GA),Oklahoma State Cowboys football,/wiki/Oklahoma_State_Cowboys_football,Alex Golesh,Q105496742
12,Coaching career (HC unless noted),2009,Toledo (RB/RC),Toledo Rockets football,/wiki/Toledo_Rockets_football,Alex Golesh,Q105496742
13,Coaching career (HC unless noted),2010–2011,Toledo (TE/RC),,,Alex Golesh,Q105496742
14,Coaching career (HC unless noted),2012–2013,Illinois (TE/RC),Illinois Fighting Illini football,/wiki/Illinois_Fighting_Illini_football,Alex Golesh,Q105496742
15,Coaching career (HC unless noted),2014,Illinois (RB/TE/RC),,,Alex Golesh,Q105496742
16,Coaching career (HC unless noted),2015,Illinois (TE/ST),,,Alex Golesh,Q105496742
17,Coaching career (HC unless noted),2016–2019,Iowa State (TE/RC),Iowa State Cyclones football,/wiki/Iowa_State_Cyclones_football,Alex Golesh,Q105496742
18,Coaching career (HC unless noted),2020,UCF (co-OC/TE),UCF Knights football,/wiki/UCF_Knights_football,Alex Golesh,Q105496742
19,Coaching career (HC unless noted),2021–2022,Tennessee (OC/TE),Tennessee Volunteers football,/wiki/Tennessee_Volunteers_football,Alex Golesh,Q105496742
20,Coaching career (HC unless noted),2023–present,South Florida,South Florida Bulls football,/wiki/South_Florida_Bulls_football,Alex Golesh,Q105496742
4,Biographical details,Born," (1971-03-11) March 11, 1971 (age 52)Cleveland, Ohio, U.S.",Cleveland,/wiki/Cleveland,Stan Drayton,Q7597616
5,Playing career,1989–1992,Allegheny,Allegheny Gators football,/wiki/Allegheny_Gators_football,Stan Drayton,Q7597616
6,Playing career,Position(s),Running back,Running back,/wiki/Running_back,Stan Drayton,Q7597616
7,Coaching career (HC unless noted),1993,Allegheny (RB),Allegheny Gators football,/wiki/Allegheny_Gators_football,Stan Drayton,Q7597616
8,Coaching career (HC unless noted),1994,Eastern Michigan (RB),Eastern Michigan Eagles football,/wiki/Eastern_Michigan_Eagles_football,Stan Drayton,Q7597616
9,Coaching career (HC unless noted),1995,Penn (RB),Penn Quakers football,/wiki/Penn_Quakers_football,Stan Drayton,Q7597616
10,Coaching career (HC unless noted),1996–1999,Villanova (RB),Villanova Wildcats football,/wiki/Villanova_Wildcats_football,Stan Drayton,Q7597616
11,Coaching career (HC unless noted),2000,Bowling Green (RB),Bowling Green Falcons football,/wiki/Bowling_Green_Falcons_football,Stan Drayton,Q7597616
12,Coaching career (HC unless noted),2001–2003,Green Bay Packers (OQC/ST),Green Bay Packers,/wiki/Green_Bay_Packers,Stan Drayton,Q7597616
13,Coaching career (HC unless noted),2004,Mississippi State (RB),Mississippi State Bulldogs football,/wiki/Mississippi_State_Bulldogs_football,Stan Drayton,Q7597616
14,Coaching career (HC unless noted),2005–2007,Florida (RB),Florida Gators football,/wiki/Florida_Gators_football,Stan Drayton,Q7597616
15,Coaching career (HC unless noted),2008,Tennessee (RB),Tennessee Volunteers football,/wiki/Tennessee_Volunteers_football,Stan Drayton,Q7597616
16,Coaching career (HC unless noted),2009,Syracuse (RB),Syracuse Orange football,/wiki/Syracuse_Orange_football,Stan Drayton,Q7597616
17,Coaching career (HC unless noted),2010,Florida (RB),,,Stan Drayton,Q7597616
18,Coaching career (HC unless noted),2012–2014,Ohio State (RB),,,Stan Drayton,Q7597616
19,Coaching career (HC unless noted),2015–2016,Chicago Bears (RB),Chicago Bears,/wiki/Chicago_Bears,Stan Drayton,Q7597616
20,Coaching career (HC unless noted),2017–2021,Texas (AHC/RB/RGC),Texas Longhorns football,/wiki/Texas_Longhorns_football,Stan Drayton,Q7597616
21,Coaching career (HC unless noted),2022–present,Temple,Temple Owls football,/wiki/Temple_Owls_football,Stan Drayton,Q7597616
5,Biographical details,Born," (1960-04-02) April 2, 1960 (age 63)Shawnee Mission, Kansas, U.S.","Shawnee Mission, Kansas","/wiki/Shawnee_Mission,_Kansas",Willie Fritz,Q8021517
6,Playing career,1978–1981,Pittsburg State,Pittsburg State Gorillas football,/wiki/Pittsburg_State_Gorillas_football,Willie Fritz,Q8021517
7,Playing career,Position(s),Defensive back,Defensive back,/wiki/Defensive_back,Willie Fritz,Q8021517
8,Coaching career (HC unless noted),1982,Pittsburg State (SA),Pittsburg State Gorillas football,/wiki/Pittsburg_State_Gorillas_football,Willie Fritz,Q8021517
9,Coaching career (HC unless noted),1983,Shawnee Mission NW HS (KS) (asst.),Shawnee Mission Northwest High School,/wiki/Shawnee_Mission_Northwest_High_School,Willie Fritz,Q8021517
10,Coaching career (HC unless noted),1984–1985,Sam Houston State (TX) (GA),Sam Houston Bearkats football,/wiki/Sam_Houston_Bearkats_football,Willie Fritz,Q8021517
11,Coaching career (HC unless noted),1984–1985,Sam Houston State (TX) (GA),Graduate assistant,/wiki/Graduate_assistant,Willie Fritz,Q8021517
12,Coaching career (HC unless noted),1986,Willis HS (TX) (assistant),,,Willie Fritz,Q8021517
13,Coaching career (HC unless noted),1987–1990,Coffeyville CC (DC),Coffeyville Community College,/wiki/Coffeyville_Community_College,Willie Fritz,Q8021517
14,Coaching career (HC unless noted),1987–1990,Coffeyville CC (DC),Defensive coordinator,/wiki/Defensive_coordinator,Willie Fritz,Q8021517
15,Coaching career (HC unless noted),1991–1992,Sam Houston State (DB/ST),,,Willie Fritz,Q8021517
16,Coaching career (HC unless noted),1993–1996,Blinn,Blinn College,/wiki/Blinn_College,Willie Fritz,Q8021517
17,Coaching career (HC unless noted),1997–2009,Central Missouri,Central Missouri Mules football,/wiki/Central_Missouri_Mules_football,Willie Fritz,Q8021517
18,Coaching career (HC unless noted),2010–2013,Sam Houston State,,,Willie Fritz,Q8021517
19,Coaching career (HC unless noted),2014–2015,Georgia Southern,Georgia Southern Eagles football,/wiki/Georgia_Southern_Eagles_football,Willie Fritz,Q8021517
20,Coaching career (HC unless noted),2016–present,Tulane,Tulane Green Wave football,/wiki/Tulane_Green_Wave_football,Willie Fritz,Q8021517
4,Biographical details,Born," (1961-10-23) October 23, 1961 (age 61)Maiden, North Carolina, U.S.[1]","Maiden, North Carolina","/wiki/Maiden,_North_Carolina",Kevin Wilson,Q6397297
5,Biographical details,Born," (1961-10-23) October 23, 1961 (age 61)Maiden, North Carolina, U.S.[1]",,#cite_note-ohiostatebuckeyes.com-1,Kevin Wilson,Q6397297
6,Biographical details,Alma mater,North Carolina (1984) [1],University of North Carolina at Chapel Hill,/wiki/University_of_North_Carolina_at_Chapel_Hill,Kevin Wilson,Q6397297
